"","X","grp.recording","female.id","great.call","recording","Delta.Time..s..1","BW.90...Hz..1","Freq.5...Hz..1","Freq.95...Hz..1","Delta.Time..s..2","BW.90...Hz..2","Freq.5...Hz..2","Freq.95...Hz..2","Delta.Time..s..3","BW.90...Hz..3","Freq.5...Hz..3","Freq.95...Hz..3","Delta.Time..s..4","BW.90...Hz..4","Freq.5...Hz..4","Freq.95...Hz..4","Delta.Time..s..5","BW.90...Hz..5","Freq.5...Hz..5","Freq.95...Hz..5","Delta.Time..s..6","BW.90...Hz..6","Freq.5...Hz..6","Freq.95...Hz..6","duty.cycle","note.dur.comb","rest.dur.comb","num.notes","intro.dur","trill.dur"
"107",8581,"SAFB100_04_019","SAFB100_04","SAFB100_04_019.10",10,0.679,193.8,624.5,818.3,0.894,150.7,624.5,775.2,0.877,193.8,646,839.8,0.697,150.7,667.5,818.3,0.488,236.9,667.5,904.4,0.377,279.9,689.1,969,0.777805239742956,3.147,4.046,119,16.515,5.404
"108",8700,"SAFB100_04_019","SAFB100_04","SAFB100_04_019.11",11,0.694,129.2,624.5,753.7,0.915,150.7,624.5,775.2,0.96,150.7,646,796.7,0.694,279.9,667.5,947.5,0.532,236.9,689.1,925.9,0.458,323,689.1,1012.1,0.883802816901408,3.263,3.692,108,12.956,5.944
"109",8808,"SAFB100_04_019","SAFB100_04","SAFB100_04_019.12",12,0.758,107.7,646,753.7,0.953,172.3,624.5,796.7,0.953,193.8,646,839.8,0.817,215.3,646,861.3,0.564,301.5,667.5,969,0.335,301.5,689.1,990.5,0.904155844155844,3.481,3.85,95,12.279,5.788
"110",8903,"SAFB100_04_019","SAFB100_04","SAFB100_04_019.13",13,0.694,129.2,646,775.2,0.912,129.2,646,775.2,0.714,129.2,646,775.2,0.586,172.3,667.5,839.8,0.296,150.7,667.5,818.3,0.215,172.3,667.5,839.8,0.797256515775034,2.906,3.645,106,13.819,4.499
"111",9009,"SAFB100_04_019","SAFB100_04","SAFB100_04_019.14",14,0.831,193.8,624.5,818.3,0.925,172.3,624.5,796.7,0.824,172.3,646,818.3,0.691,172.3,667.5,839.8,0.453,150.7,667.5,818.3,0.354,150.7,689.1,839.8,0.784600623650755,3.271,4.169,124,15.646,6.774
"150",11261,"SAFBA_01_156","SAFBA_01","SAFBA_01_156.01",1,0.929,366.1,602.9,969,0.644,452.2,624.5,1076.7,0.551,430.7,646,1076.7,0.47,409.1,646,1055.1,0.395,430.7,646,1076.7,0.29,409.1,667.5,1076.7,0.749494365790234,2.594,3.461,62,7.995,4.934
"151",11323,"SAFBA_01_156","SAFBA_01","SAFBA_01_156.02",2,0.768,344.5,602.9,947.5,0.872,366.1,602.9,969,0.563,387.6,646,1033.6,0.377,344.5,646,990.5,0.395,516.8,667.5,1184.3,0.354,538.3,667.5,1205.9,0.804490177736202,2.58,3.207,52,6.516,5.828
"152",11375,"SAFBA_01_156","SAFBA_01","SAFBA_01_156.03",3,0.845,409.1,602.9,1012.1,0.695,452.2,624.5,1076.7,0.453,452.2,646,1098.2,0.395,473.7,646,1119.7,0.383,430.7,667.5,1098.2,0.308,559.9,667.5,1227.4,0.713048671245148,2.388,3.349,49,6.762,4.928
"153",11424,"SAFBA_01_156","SAFBA_01","SAFBA_01_156.04",4,0.743,301.5,602.9,904.4,0.58,387.6,646,1033.6,0.499,409.1,646,1055.1,0.459,452.2,646,1098.2,0.395,430.7,667.5,1098.2,0.319,452.2,667.5,1119.7,0.715720112958895,2.281,3.187,49,6.513,4.795
"154",11473,"SAFBA_01_156","SAFBA_01","SAFBA_01_156.05",5,0.795,301.5,602.9,904.4,0.604,323,624.5,947.5,0.563,344.5,646,990.5,0.47,452.2,646,1098.2,0.418,409.1,667.5,1076.7,0.337,430.7,667.5,1098.2,0.728579988016776,2.432,3.338,59,7.291,5.515
"155",11532,"SAFBA_01_156","SAFBA_01","SAFBA_01_156.06",6,0.801,430.7,602.9,1033.6,0.615,409.1,624.5,1033.6,0.546,409.1,646,1055.1,0.499,430.7,646,1076.7,0.395,409.1,667.5,1076.7,0.325,430.7,667.5,1098.2,0.733532041728763,2.461,3.355,65,8.282,4.963
"156",11597,"SAFBA_01_156","SAFBA_01","SAFBA_01_156.07",7,0.691,344.5,581.4,925.9,0.673,344.5,624.5,969,0.563,323,646,969,0.499,344.5,646,990.5,0.424,344.5,646,990.5,0.383,495.3,646,1141.3,0.761217445873863,2.426,3.187,51,6.496,5.393
"157",11648,"SAFBA_01_156","SAFBA_01","SAFBA_01_156.08",8,0.801,323,602.9,925.9,0.639,387.6,624.5,1012.1,0.557,387.6,646,1033.6,0.482,495.3,646,1141.3,0.412,452.2,667.5,1119.7,0.348,452.2,667.5,1119.7,0.738676996424315,2.479,3.356,61,8.377,5.01
"158",11709,"SAFBA_01_156","SAFBA_01","SAFBA_01_156.09",9,0.873,258.4,602.9,861.3,0.744,344.5,624.5,969,0.528,387.6,646,1033.6,0.441,366.1,646,1012.1,0.389,409.1,667.5,1076.7,0.267,387.6,667.5,1055.1,0.770789865871833,2.586,3.355,56,7.83,4.412
"159",11765,"SAFBB_01_028","SAFBB_01","SAFBB_01_028.01",1,0.797,430.7,602.9,1033.6,0.54,366.1,624.5,990.5,0.453,387.6,646,1033.6,0.377,430.7,667.5,1098.2,0.325,559.9,646,1205.9,0.273,602.9,667.5,1270.5,0.699935400516796,2.167,3.096,54,4.759,6.571
"160",11819,"SAFBB_01_028","SAFBB_01","SAFBB_01_028.02",2,0.809,409.1,581.4,990.5,0.534,366.1,624.5,990.5,0.394,344.5,646,990.5,0.337,344.5,646,990.5,0.29,344.5,667.5,1012.1,0.221,387.6,667.5,1055.1,0.6833607907743,2.074,3.035,63,8.167,3.988
"161",11882,"SAFBB_01_028","SAFBB_01","SAFBB_01_028.03",3,0.871,430.7,624.5,1055.1,0.575,387.6,646,1033.6,0.476,430.7,646,1076.7,0.435,430.7,667.5,1098.2,0.377,495.3,667.5,1162.8,0.302,516.8,689.1,1205.9,0.722341403616304,2.357,3.263,49,6.262,4.818
"162",11931,"SAFBB_01_028","SAFBB_01","SAFBB_01_028.04",4,0.733,452.2,602.9,1055.1,0.621,452.2,624.5,1076.7,0.459,430.7,646,1076.7,0.401,538.3,646,1184.3,0.354,538.3,667.5,1205.9,0.284,602.9,667.5,1270.5,0.712584486643064,2.214,3.107,56,6.852,4.603
"163",11987,"SAFBB_01_028","SAFBB_01","SAFBB_01_028.05",5,0.798,387.6,602.9,990.5,0.668,473.7,624.5,1098.2,0.488,473.7,646,1119.7,0.43,559.9,646,1205.9,0.377,581.4,667.5,1248.9,0.313,602.9,667.5,1270.5,0.7468671679198,2.384,3.192,60,7.407,4.76
"164",12047,"SAFBB_01_028","SAFBB_01","SAFBB_01_028.06",6,0.679,409.1,602.9,1012.1,0.569,366.1,624.5,990.5,0.482,323,646,969,0.43,323,646,969,0.372,366.1,667.5,1033.6,0.29,452.2,667.5,1119.7,0.723860589812332,2.16,2.984,52,6.431,4.551
"165",12099,"SAFBB_01_028","SAFBB_01","SAFBB_01_028.07",7,0.757,387.6,602.9,990.5,0.621,366.1,624.5,990.5,0.476,344.5,646,990.5,0.441,452.2,646,1098.2,0.389,516.8,667.5,1184.3,0.296,538.3,667.5,1205.9,0.729961832061069,2.295,3.144,53,6.763,4.661
"166",12152,"SAFBB_01_028","SAFBB_01","SAFBB_01_028.08",8,0.662,366.1,581.4,947.5,0.546,344.5,624.5,969,0.453,344.5,646,990.5,0.389,366.1,646,1012.1,0.308,409.1,667.5,1076.7,0.267,495.3,667.5,1162.8,0.693739424703892,2.05,2.955,50,6.347,4.499
"191",13679,"SAFBN_01_004","SAFBN_01","SAFBN_01_004.01",1,0.964,172.3,624.5,796.7,0.801,172.3,646,818.3,0.644,193.8,667.5,861.3,0.435,236.9,667.5,904.4,0.279,301.5,689.1,990.5,0.209,323,710.6,1033.6,0.777686628383921,2.844,3.657,75,8.62,4.499
"192",13754,"SAFBN_01_004","SAFBN_01","SAFBN_01_004.02",2,0.917,172.3,646,818.3,0.807,215.3,646,861.3,0.54,258.4,667.5,925.9,0.354,366.1,689.1,1055.1,0.244,430.7,710.6,1141.3,0.186,495.3,732.1,1227.4,0.745444191343964,2.618,3.512,68,8.115,3.907
"193",13822,"SAFBN_01_004","SAFBN_01","SAFBN_01_004.03",3,0.83,172.3,646,818.3,0.772,215.3,646,861.3,0.511,215.3,689.1,904.4,0.319,323,710.6,1033.6,0.226,430.7,710.6,1141.3,0.168,495.3,732.1,1227.4,0.729891956782713,2.432,3.332,68,7.849,3.744
"194",13890,"SAFBN_01_004","SAFBN_01","SAFBN_01_004.04",4,0.813,258.4,646,904.4,0.842,279.9,646,925.9,0.592,344.5,667.5,1012.1,0.348,430.7,689.1,1119.7,0.25,409.1,732.1,1141.3,0.197,430.7,732.1,1162.8,0.752610208816705,2.595,3.448,73,8.658,3.884
"195",13963,"SAFBN_01_004","SAFBN_01","SAFBN_01_004.05",5,0.859,215.3,646,861.3,0.795,301.5,646,947.5,0.528,430.7,667.5,1098.2,0.337,430.7,710.6,1141.3,0.238,430.7,732.1,1162.8,0.18,452.2,753.7,1205.9,0.741755005889282,2.519,3.396,77,8.83,3.855
"196",14040,"SAFBN_01_004","SAFBN_01","SAFBN_01_004.06",6,0.878,323,646,969,1.039,323,646,969,0.551,366.1,667.5,1033.6,0.348,387.6,710.6,1098.2,0.267,387.6,732.1,1119.7,0.186,387.6,732.1,1119.7,0.83437037037037,2.816,3.375,71,8.489,3.611
"197",14111,"SAFBN_01_004","SAFBN_01","SAFBN_01_004.07",7,0.76,301.5,667.5,969,0.743,236.9,667.5,904.4,0.563,366.1,667.5,1033.6,0.348,409.1,689.1,1098.2,0.255,452.2,710.6,1162.8,0.203,452.2,732.1,1184.3,0.730629539951574,2.414,3.304,66,7.679,4.098
"198",14177,"SAFBN_01_004","SAFBN_01","SAFBN_01_004.08",8,0.896,215.3,646,861.3,1.001,236.9,646,882.9,0.792,366.1,667.5,1033.6,0.508,430.7,689.1,1119.7,0.289,495.3,710.6,1205.9,0.151,452.2,775.2,1227.4,0.895267432091851,3.197,3.571,70,8.598,3.78
"199",14247,"SAFBN_01_004","SAFBN_01","SAFBN_01_004.09",9,0.84,258.4,667.5,925.9,0.9,236.9,667.5,904.4,0.781,279.9,667.5,947.5,0.36,301.5,710.6,1012.1,0.261,344.5,732.1,1076.7,0.175,344.5,753.7,1098.2,0.834830483917705,2.881,3.451,79,9.329,3.744
"200",14326,"SAFBN_01_004","SAFBN_01","SAFBN_01_004.10",10,0.824,258.4,646,904.4,0.871,215.3,667.5,882.9,0.644,323,667.5,990.5,0.383,409.1,710.6,1119.7,0.261,452.2,732.1,1184.3,0.197,473.7,732.1,1205.9,0.761185682326622,2.722,3.576,76,9.073,3.942
"201",14402,"SAFBN_01_004","SAFBN_01","SAFBN_01_004.11",11,0.916,323,646,969,1.047,193.8,646,839.8,0.708,323,667.5,990.5,0.441,430.7,689.1,1119.7,0.139,430.7,753.7,1184.3,0.145,430.7,775.2,1205.9,0.823716251985177,3.112,3.778,82,10.373,3.5
"202",14484,"SAFBN_01_004","SAFBN_01","SAFBN_01_004.12",12,0.784,193.8,646,839.8,0.871,150.7,646,796.7,0.673,193.8,667.5,861.3,0.447,236.9,689.1,925.9,0.267,409.1,689.1,1098.2,0.197,387.6,710.6,1098.2,0.752848616386327,2.775,3.686,73,8.782,4.087
"203",14557,"SAFBN_01_004","SAFBN_01","SAFBN_01_004.13",13,0.848,215.3,646,861.3,0.906,236.9,646,882.9,0.673,366.1,667.5,1033.6,0.389,387.6,710.6,1098.2,0.255,409.1,732.1,1141.3,0.192,409.1,753.7,1162.8,0.774903687396808,2.816,3.634,80,9.311,4.081
"204",14637,"SAFBN_01_004","SAFBN_01","SAFBN_01_004.15",15,0.86,193.8,646,839.8,1.016,215.3,646,861.3,0.834,279.9,667.5,947.5,0.418,366.1,689.1,1055.1,0.238,366.1,732.1,1098.2,0.175,387.6,753.7,1141.3,0.853711790393013,3.128,3.664,78,9.411,4.069
"205",14715,"SAFBN_01_004","SAFBN_01","SAFBN_01_004.16",16,1.022,193.8,646,839.8,1.037,193.8,646,839.8,0.604,215.3,667.5,882.9,0.372,301.5,689.1,990.5,0.261,409.1,710.6,1119.7,0.192,430.7,732.1,1162.8,0.831962719298246,3.035,3.648,76,9.177,3.901
"206",14791,"SAFBN_01_004","SAFBN_01","SAFBN_01_004.18",18,0.836,150.7,646,796.7,0.882,172.3,646,818.3,0.656,172.3,646,818.3,0.435,258.4,667.5,925.9,0.244,301.5,710.6,1012.1,0.174,366.1,710.6,1076.7,0.751471375066881,2.809,3.738,79,9.409,4.139
"207",14870,"SAFBN_01_004","SAFBN_01","SAFBN_01_004.20",20,1.059,172.3,667.5,839.8,0.882,172.3,667.5,839.8,0.68,236.9,667.5,904.4,0.459,323,689.1,1012.1,0.284,366.1,710.6,1076.7,0.233,452.2,710.6,1162.8,0.803338549817423,3.08,3.834,86,9.941,4.632
"208",14956,"SAFBN_01_004","SAFBN_01","SAFBN_01_004.21",21,1.07,150.7,646,796.7,0.813,150.7,646,796.7,0.586,236.9,667.5,904.4,0.401,323,689.1,1012.1,0.244,387.6,710.6,1098.2,0.192,452.2,732.1,1184.3,0.769024651661308,2.87,3.732,78,9.251,4.081
"209",15034,"SAFBN_01_005","SAFBN_01","SAFBN_01_005.01",1,0.894,172.3,646,818.3,0.925,193.8,646,839.8,0.639,258.4,667.5,925.9,0.542,323,689.1,1012.1,0.274,366.1,732.1,1098.2,0.157,387.6,753.7,1141.3,0.826218672542,3,3.631,74,8.929,3.987
"210",15108,"SAFBN_01_005","SAFBN_01","SAFBN_01_005.03",3,1.049,150.7,646,796.7,0.821,172.3,646,818.3,0.447,172.3,667.5,839.8,0.401,215.3,689.1,904.4,0.226,236.9,710.6,947.5,0.18,344.5,710.6,1055.1,0.733801295896328,2.718,3.704,75,9.061,3.947
"211",15183,"SAFBN_01_005","SAFBN_01","SAFBN_01_005.06",6,0.778,129.2,646,775.2,0.784,172.3,646,818.3,0.534,236.9,667.5,904.4,0.342,323,689.1,1012.1,0.308,387.6,710.6,1098.2,0.209,409.1,710.6,1119.7,0.721728833629366,2.438,3.378,84,9.62,4.174
"212",15267,"SAFBN_01_005","SAFBN_01","SAFBN_01_005.07",7,0.923,107.7,646,753.7,0.813,129.2,646,775.2,0.575,172.3,667.5,839.8,0.372,366.1,689.1,1055.1,0.232,387.6,689.1,1076.7,0.197,430.7,710.6,1141.3,0.741980088495575,2.683,3.616,73,8.701,4.093
"213",15340,"SAFBN_01_005","SAFBN_01","SAFBN_01_005.08",8,1.017,150.7,646,796.7,0.985,150.7,646,796.7,0.937,236.9,667.5,904.4,0.435,323,667.5,990.5,0.226,344.5,689.1,1033.6,0.174,344.5,710.6,1055.1,0.885099685204617,3.374,3.812,76,9.327,4.104
"214",15416,"SAFBN_01_005","SAFBN_01","SAFBN_01_005.10",10,0.958,172.3,646,818.3,1.141,150.7,646,796.7,0.867,172.3,667.5,839.8,0.505,301.5,667.5,969,0.313,301.5,710.6,1012.1,0.215,409.1,710.6,1119.7,0.887043189368771,3.471,3.913,74,8.634,4.574
"215",15490,"SAFBN_01_005","SAFBN_01","SAFBN_01_005.11",11,0.894,172.3,646,818.3,0.94,129.2,646,775.2,0.702,215.3,667.5,882.9,0.435,301.5,667.5,969,0.267,387.6,710.6,1098.2,0.203,409.1,710.6,1119.7,0.781430825881115,2.971,3.802,76,8.698,4.754
"216",15566,"SAFBN_01_005","SAFBN_01","SAFBN_01_005.12",12,0.859,129.2,646,775.2,0.848,150.7,646,796.7,0.644,172.3,646,818.3,0.424,150.7,689.1,839.8,0.226,172.3,710.6,882.9,0.203,258.4,710.6,969,0.749190064794816,2.775,3.704,73,8.376,4.621
"217",15639,"SAFBN_01_005","SAFBN_01","SAFBN_01_005.13",13,0.888,193.8,646,839.8,0.865,193.8,646,839.8,0.656,236.9,667.5,904.4,0.43,258.4,689.1,947.5,0.261,279.9,710.6,990.5,0.232,387.6,732.1,1119.7,0.757066666666667,2.839,3.75,79,9.022,4.708
"218",15718,"SAFBN_01_005","SAFBN_01","SAFBN_01_005.14",14,0.83,172.3,646,818.3,0.813,172.3,646,818.3,0.702,215.3,667.5,882.9,0.453,279.9,689.1,969,0.255,344.5,710.6,1055.1,0.203,387.6,710.6,1098.2,0.744941427050053,2.798,3.756,78,9.049,4.586
"219",15796,"SAFBN_01_005","SAFBN_01","SAFBN_01_005.15",15,0.929,86.1,646,732.1,0.795,129.2,646,775.2,0.691,172.3,646,818.3,0.493,279.9,667.5,947.5,0.261,150.7,667.5,818.3,0.261,430.7,689.1,1119.7,0.765867790360811,2.908,3.797,77,8.806,5.068
"220",15873,"SAFBN_01_005","SAFBN_01","SAFBN_01_005.16",16,0.906,129.2,624.5,753.7,0.9,107.7,646,753.7,0.679,215.3,646,861.3,0.453,279.9,667.5,947.5,0.313,366.1,689.1,1055.1,0.238,366.1,710.6,1076.7,0.79448350459708,2.938,3.698,74,8.487,4.563
"221",15947,"SAFBN_01_005","SAFBN_01","SAFBN_01_005.17",17,0.836,150.7,624.5,775.2,0.848,129.2,646,775.2,0.621,236.9,646,882.9,0.441,301.5,667.5,969,0.273,344.5,689.1,1033.6,0.209,409.1,689.1,1098.2,0.736785618459887,2.746,3.727,74,8.578,4.592
"222",16021,"SAFBN_01_005","SAFBN_01","SAFBN_01_005.18",18,0.807,150.7,624.5,775.2,0.871,129.2,646,775.2,0.691,150.7,646,796.7,0.441,172.3,667.5,839.8,0.267,215.3,689.1,904.4,0.209,279.9,689.1,969,0.743582958454618,2.81,3.779,70,7.842,5.045
"223",16091,"SAFBN_01_005","SAFBN_01","SAFBN_01_005.19",19,0.842,129.2,624.5,753.7,0.819,129.2,646,775.2,0.656,193.8,646,839.8,0.377,258.4,667.5,925.9,0.267,258.4,689.1,947.5,0.215,301.5,689.1,990.5,0.747295423023578,2.694,3.605,75,8.555,4.505
"224",16166,"SAFBN_01_005","SAFBN_01","SAFBN_01_005.20",20,0.766,129.2,624.5,753.7,0.83,150.7,624.5,775.2,0.656,129.2,646,775.2,0.401,107.7,667.5,775.2,0.273,129.2,689.1,818.3,0.203,193.8,689.1,882.9,0.732266077836048,2.653,3.623,71,8.22,4.627
"225",16237,"SAFBN_01_005","SAFBN_01","SAFBN_01_005.21",21,0.859,150.7,624.5,775.2,0.853,107.7,646,753.7,0.772,150.7,646,796.7,0.441,236.9,667.5,904.4,0.29,301.5,689.1,990.5,0.215,323,689.1,1012.1,0.770345009217804,2.925,3.797,76,8.417,5.091
"226",16313,"SAFBN_01_005","SAFBN_01","SAFBN_01_005.22",22,0.965,129.2,646,775.2,0.813,150.7,646,796.7,0.76,150.7,667.5,818.3,0.418,172.3,667.5,839.8,0.296,301.5,689.1,990.5,0.244,387.6,689.1,1076.7,0.757948717948718,2.956,3.9,72,8.49,4.83
"227",16385,"SAFBN_01_005","SAFBN_01","SAFBN_01_005.23",23,0.772,129.2,624.5,753.7,0.961,107.7,646,753.7,0.743,129.2,646,775.2,0.47,150.7,667.5,818.3,0.284,301.5,689.1,990.5,0.244,387.6,689.1,1076.7,0.776080084299262,2.946,3.796,76,8.852,4.807
"228",16461,"SAFBN_01_005","SAFBN_01","SAFBN_01_005.24",24,0.877,129.2,624.5,753.7,0.877,107.7,646,753.7,0.662,172.3,646,818.3,0.412,172.3,667.5,839.8,0.337,215.3,689.1,904.4,0.226,236.9,710.6,947.5,0.743623455166973,2.828,3.803,75,8.747,4.766
"229",16536,"SAFBN_01_047","SAFBN_01","SAFBN_01_047.01",1,0.928,172.3,646,818.3,1.022,150.7,646,796.7,0.776,258.4,667.5,925.9,0.505,366.1,710.6,1076.7,0.238,344.5,753.7,1098.2,0.18,366.1,753.7,1119.7,0.875609756097561,3.231,3.69,49,6.314,3.953
"230",16585,"SAFBN_01_047","SAFBN_01","SAFBN_01_047.02",2,0.814,258.4,646,904.4,0.926,236.9,646,882.9,0.688,258.4,667.5,925.9,0.603,387.6,689.1,1076.7,0.261,409.1,710.6,1119.7,0.145,452.2,732.1,1184.3,0.843584748121347,3.031,3.593,64,8.186,3.773
"231",16649,"SAFBN_01_047","SAFBN_01","SAFBN_01_047.03",3,1.015,172.3,646,818.3,0.865,150.7,646,796.7,0.644,323,667.5,990.5,0.389,344.5,710.6,1055.1,0.267,409.1,732.1,1141.3,0.168,516.8,710.6,1227.4,0.773294398725777,2.913,3.767,75,9.422,3.953
"232",16724,"SAFBN_01_047","SAFBN_01","SAFBN_01_047.04",4,0.961,258.4,646,904.4,0.865,129.2,646,775.2,0.639,236.9,667.5,904.4,0.555,323,689.1,1012.1,0.255,344.5,732.1,1076.7,0.163,430.7,753.7,1184.3,0.839121978327313,3.02,3.599,54,6.994,3.895
"233",16778,"SAFBN_01_047","SAFBN_01","SAFBN_01_047.05",5,0.859,172.3,646,818.3,0.83,150.7,667.5,818.3,0.673,129.2,667.5,796.7,0.435,215.3,689.1,904.4,0.279,279.9,732.1,1012.1,0.18,301.5,732.1,1033.6,0.777160322311753,2.797,3.599,58,7.251,4.023
"248",17793,"SAFBN_03_008","SAFBN_03","SAFBN_03_008.01",1,0.975,107.7,624.5,732.1,0.929,129.2,646,775.2,0.749,150.7,646,796.7,0.445,150.7,667.5,818.3,0.277,236.9,689.1,925.9,0.134,301.5,689.1,990.5,0.808666144609762,3.098,3.831,54,5.346,4.263
"249",17847,"SAFBN_03_008","SAFBN_03","SAFBN_03_008.02",2,1.018,150.7,624.5,775.2,1.087,107.7,667.5,775.2,0.729,107.7,667.5,775.2,0.397,107.7,667.5,775.2,0.261,150.7,689.1,839.8,0.157,258.4,689.1,947.5,0.833161423414131,3.231,3.878,60,6.008,4.22
"250",17907,"SAFBN_03_008","SAFBN_03","SAFBN_03_008.03",3,1.046,129.2,624.5,753.7,0.911,129.2,646,775.2,0.61,129.2,646,775.2,0.36,129.2,667.5,796.7,0.244,172.3,689.1,861.3,0.163,279.9,689.1,969,0.726302729528536,2.927,4.03,59,6.236,4.418
"251",17966,"SAFBN_03_008","SAFBN_03","SAFBN_03_008.04",4,1.106,129.2,624.5,753.7,1.095,150.7,646,796.7,0.517,150.7,667.5,818.3,0.553,193.8,667.5,861.3,0.232,215.3,689.1,904.4,0.151,279.9,710.6,990.5,0.813884050758895,3.271,4.019,57,5.8,4.325
"252",18023,"SAFBN_03_008","SAFBN_03","SAFBN_03_008.05",5,1.057,129.2,624.5,753.7,0.824,129.2,646,775.2,0.61,129.2,646,775.2,0.366,129.2,667.5,796.7,0.244,172.3,689.1,861.3,0.163,279.9,689.1,969,0.715860686544726,2.857,3.991,54,5.654,4.331
"253",18077,"SAFBN_03_008","SAFBN_03","SAFBN_03_008.06",6,1.038,107.7,624.5,732.1,0.842,107.7,646,753.7,0.732,107.7,667.5,775.2,0.377,172.3,667.5,839.8,0.267,258.4,689.1,947.5,0.192,344.5,689.1,1033.6,0.761528662420382,2.989,3.925,55,5.493,4.348
"254",18132,"SAFBN_03_008","SAFBN_03","SAFBN_03_008.07",7,1.043,107.7,624.5,732.1,0.958,107.7,646,753.7,0.668,107.7,667.5,775.2,0.383,107.7,667.5,775.2,0.29,129.2,689.1,818.3,0.174,193.8,689.1,882.9,0.75844930417495,3.052,4.024,55,5.968,4.307
"255",18187,"SAFBN_03_008","SAFBN_03","SAFBN_03_008.08",8,0.935,107.7,624.5,732.1,1.043,107.7,646,753.7,0.82,129.2,667.5,796.7,0.488,172.3,667.5,839.8,0.29,215.3,689.1,904.4,0.186,323,689.1,1012.1,0.826458752515091,3.286,3.976,65,6.7,4.354
"256",18252,"SAFBN_03_008","SAFBN_03","SAFBN_03_008.09",9,1.096,107.7,624.5,732.1,0.979,107.7,646,753.7,0.793,86.1,667.5,753.7,0.403,86.1,689.1,775.2,0.226,107.7,689.1,796.7,0.174,172.3,689.1,861.3,0.823929471032746,3.271,3.97,52,5.621,4.36
"274",19556,"SAFBN_06_020","SAFBN_06","SAFBN_06_020.01",1,1.183,172.3,624.5,796.7,0.784,193.8,624.5,818.3,0.54,236.9,646,882.9,0.348,279.9,667.5,947.5,0.296,323,667.5,990.5,0.151,344.5,689.1,1033.6,0.822529530394699,2.855,3.471,73,8.005,3.727
"275",19629,"SAFBN_06_020","SAFBN_06","SAFBN_06_020.02",2,0.877,107.7,624.5,732.1,0.685,129.2,624.5,753.7,0.528,215.3,646,861.3,0.325,258.4,689.1,947.5,0.244,452.2,689.1,1141.3,0.192,495.3,710.6,1205.9,0.771812080536913,2.415,3.129,80,8.246,3.431
"276",19709,"SAFBN_06_020","SAFBN_06","SAFBN_06_020.03",3,1.102,193.8,624.5,818.3,0.714,215.3,624.5,839.8,0.54,258.4,646,904.4,0.348,323,667.5,990.5,0.255,366.1,689.1,1055.1,0.18,409.1,710.6,1119.7,0.775451677659879,2.704,3.487,89,9.545,3.727
"277",19798,"SAFBN_06_020","SAFBN_06","SAFBN_06_020.04",4,1.002,236.9,624.5,861.3,0.714,193.8,646,839.8,0.493,236.9,646,882.9,0.348,279.9,667.5,947.5,0.215,301.5,689.1,990.5,0.192,409.1,689.1,1098.2,0.783394607843137,2.557,3.264,73,7.754,3.466
"278",19871,"SAFBN_06_020","SAFBN_06","SAFBN_06_020.05",5,0.923,193.8,624.5,818.3,0.743,172.3,624.5,796.7,0.517,193.8,646,839.8,0.366,215.3,667.5,882.9,0.267,279.9,667.5,947.5,0.174,366.1,689.1,1055.1,0.781422440220723,2.549,3.262,62,7.024,3.558
"279",19933,"SAFBN_06_020","SAFBN_06","SAFBN_06_020.06",6,0.917,172.3,624.5,796.7,0.749,258.4,624.5,882.9,0.505,258.4,646,904.4,0.325,279.9,667.5,947.5,0.238,344.5,667.5,1012.1,0.157,366.1,689.1,1055.1,0.772038354469533,2.496,3.233,83,8.661,3.57
"280",20016,"SAFBN_06_020","SAFBN_06","SAFBN_06_020.07",7,1.104,258.4,646,904.4,0.726,301.5,646,947.5,0.505,387.6,646,1033.6,0.377,387.6,667.5,1055.1,0.215,473.7,710.6,1184.3,0.145,516.8,732.1,1248.9,0.76051598429613,2.712,3.566,72,7.689,3.791
"281",20088,"SAFBN_06_020","SAFBN_06","SAFBN_06_020.08",8,1.085,279.9,624.5,904.4,0.942,301.5,646,947.5,0.54,344.5,646,990.5,0.313,409.1,689.1,1098.2,0.203,409.1,710.6,1119.7,0.168,409.1,753.7,1162.8,0.823798627002288,2.88,3.496,76,8.168,3.756
"282",20164,"SAFBN_06_020","SAFBN_06","SAFBN_06_020.09",9,0.998,258.4,624.5,882.9,0.767,236.9,624.5,861.3,0.54,236.9,646,882.9,0.354,279.9,689.1,969,0.256,344.5,710.6,1055.1,0.151,387.6,710.6,1098.2,0.803808948004837,2.659,3.308,81,8.531,3.651
"283",20245,"SAFBN_06_020","SAFBN_06","SAFBN_06_020.10",10,0.981,150.7,624.5,775.2,0.749,172.3,624.5,796.7,0.557,150.7,624.5,775.2,0.383,301.5,646,947.5,0.244,344.5,667.5,1012.1,0.174,516.8,689.1,1205.9,0.758953951108584,2.67,3.518,83,8.777,3.831
"284",20328,"SAFBN_06_020","SAFBN_06","SAFBN_06_020.11",11,1.039,172.3,624.5,796.7,0.888,193.8,624.5,818.3,0.592,258.4,646,904.4,0.389,279.9,667.5,947.5,0.261,301.5,667.5,969,0.192,409.1,710.6,1119.7,0.80912632164719,2.908,3.594,85,9.043,3.936
"285",20413,"SAFBN_06_020","SAFBN_06","SAFBN_06_020.12",12,1.045,215.3,624.5,839.8,0.935,258.4,624.5,882.9,0.511,301.5,646,947.5,0.354,323,667.5,990.5,0.244,344.5,689.1,1033.6,0.18,387.6,689.1,1076.7,0.811466058185967,2.845,3.506,85,9.024,3.802
