female.id,delta_80,delta_79,delta_69,delta_68,delta_67,delta_57,delta_58,delta_46,delta_35,delta_56,delta_45,delta_24,delta_47,delta_14,delta_34,delta_23,delta_36,delta_3,delta_1,delta_70,delta_13,delta_81,delta_78,delta_25,delta_12,delta_59,delta_2,delta_17,delta_18,delta_28,delta_75,delta_64,delta_50,delta_39,delta_7,delta_73,mfcc_28,mfcc_54,mfcc_30,delta_51,delta_40,delta_62,delta_29,delta_31,mfcc_33
SAFBA_01,-916.075974,-1243.438506,-939.9152975,-1269.925065,-1481.126997,-1274.229046,-932.5934007,-1303.366475,-1318.913531,-1485.880448,-1533.458226,-1323.48538,-954.9974935,-957.8922951,-1535.642465,-1512.000212,-944.5736622,-984.6107562,-1445.986323,-494.7600069,-1279.31144,-488.7028607,-1439.189863,-947.1691922,-1434.708448,-480.7349602,-1265.955354,162.1789057,152.1265643,208.5707499,-61.82963521,-52.49212095,156.8713136,194.5037077,166.7943791,9.374426055,0.642365789,-2.684095545,6.948733983,71.74011884,92.25865606,29.562611,143.6176561,23.42468599,0.133242844
SAFBA_01,-961.442087,-1305.901597,-960.0444767,-1317.24164,-1503.887291,-1295.548599,-946.8723586,-1325.05796,-1352.67251,-1481.364066,-1528.362676,-1363.496804,-972.9221517,-996.3642377,-1550.915441,-1542.10264,-966.0081738,-1024.378789,-1487.440364,-509.8301124,-1355.162749,-522.4939605,-1505.58474,-980.414576,-1504.519257,-492.8787969,-1351.059531,179.3723479,160.017728,194.4169456,-53.88769903,-61.36764989,131.1305358,177.7453932,150.8198147,1.072294028,-1.932116146,-1.072731755,7.861892277,43.31324301,74.38776978,14.27948962,113.5398767,-25.22161444,-4.670688509
SAFBA_01,-913.8048671,-1210.621666,-928.9299418,-1255.506712,-1458.980263,-1271.303454,-942.8604693,-1315.397531,-1356.719665,-1494.282721,-1546.056881,-1342.289076,-971.4469343,-997.4423521,-1568.334078,-1523.570275,-976.7255471,-1031.825405,-1470.625932,-507.2003918,-1323.7444,-507.0781043,-1399.710616,-978.446147,-1483.448802,-489.908188,-1308.145499,193.1147205,202.9529632,209.4168676,-43.0481915,-42.11261328,163.0676456,215.9252447,185.1582118,1.932548628,-1.296277298,0.599843265,11.5172237,75.34235101,129.0416612,32.81997831,175.7677488,68.11608581,5.743140184
SAFBA_01,-940.7554804,-1279.683501,-942.4310598,-1301.742374,-1499.372218,-1281.994751,-943.3289992,-1313.644454,-1339.183049,-1502.91675,-1552.624205,-1354.377908,-961.5806764,-985.9550946,-1571.157946,-1557.776742,-957.3494857,-1010.133648,-1487.593245,-503.382745,-1336.4563,-510.5019909,-1462.511134,-975.9339407,-1498.129856,-490.2961062,-1332.335354,158.5130876,144.4784799,195.9456822,-90.2149255,-103.5109279,134.4599827,174.1219931,149.5879883,-26.03918495,3.463993124,-2.557825225,6.64935904,37.70132765,61.878139,-4.461449741,122.8183328,-13.10432741,-3.527622479
SAFBA_01,-901.5646363,-1209.430242,-899.4265793,-1228.639416,-1403.074935,-1230.175173,-907.001262,-1249.89092,-1259.566185,-1416.328253,-1455.346057,-1281.642397,-923.9952001,-946.9342701,-1458.644426,-1461.871265,-908.9652191,-964.630388,-1385.636739,-482.0732812,-1263.041908,-499.0587913,-1397.903251,-926.7250688,-1408.861805,-476.6356361,-1245.575379,130.0450554,127.6481212,164.3454937,-69.90294744,-44.4450814,102.0673503,148.713996,139.4558599,-14.85630892,1.218412215,-2.467294043,5.202339943,54.70255889,70.97470773,9.445861255,100.204356,-22.69966723,-4.665574004
SAFBB_01,-843.1384526,-1143.350118,-867.9301267,-1149.397867,-1330.579171,-1170.747455,-863.3527608,-1194.62241,-1224.914393,-1388.380547,-1422.100781,-1303.749909,-895.0033835,-902.9330552,-1445.816409,-1462.881359,-888.1344874,-921.1392508,-1334.417736,-473.3116987,-1222.926422,-439.9161051,-1294.836671,-949.0260491,-1368.942838,-436.7484105,-1199.907131,187.6043639,166.8424468,128.444135,-46.73806382,-55.80625751,130.6185455,177.5478282,163.2086779,-25.35058644,-1.666287099,-7.414028523,-0.836435339,42.30460752,56.81194374,4.498520588,89.82224789,10.62244601,1.055199944
SAFBB_01,-836.743504,-1134.540262,-828.3655475,-1128.263363,-1292.742021,-1145.166913,-847.4638167,-1152.987762,-1186.270758,-1325.105619,-1362.831329,-1204.454503,-873.7540002,-887.2887181,-1400.148379,-1382.454568,-880.0492621,-910.1187379,-1299.638451,-442.0884265,-1200.864851,-448.3409573,-1294.811236,-876.5613834,-1343.875859,-447.8949108,-1173.956129,194.4025654,166.9692399,206.2214923,-62.10709422,-72.80115593,132.248711,157.456866,144.5413182,-13.99145584,2.297226407,-3.043383554,7.999671265,36.09223416,63.70690492,-3.212436079,115.2263551,-6.904933689,-2.329476918
SAFBB_01,-830.5306894,-1130.844108,-866.3811837,-1162.639587,-1377.706648,-1180.921167,-885.397261,-1216.013685,-1221.061857,-1410.070576,-1458.219845,-1235.054884,-904.6456471,-902.3895977,-1438.337156,-1425.303416,-874.5322075,-922.1586422,-1331.062543,-453.3312559,-1227.188661,-445.8717455,-1315.75243,-881.8837834,-1377.329346,-440.480167,-1200.279381,220.2792407,175.072913,248.6999487,-44.60056268,-39.99961423,179.7850894,227.3909256,167.3145041,3.527563549,2.788081651,-4.294057484,10.58553779,56.58512085,66.80229198,32.35785288,119.6187346,-52.19205293,-6.969138299
SAFBB_01,-838.8860665,-1150.186406,-845.3288008,-1153.312966,-1360.412717,-1178.118099,-873.2511294,-1202.773635,-1225.762364,-1397.186447,-1441.644856,-1229.546416,-907.2620349,-902.4320874,-1447.238111,-1425.800802,-891.7538477,-928.5146897,-1332.875966,-439.4991186,-1222.836809,-448.0978656,-1330.072066,-894.864873,-1371.743041,-435.4355733,-1205.877411,192.9924157,163.9900372,226.8443231,-86.76613614,-55.51905069,158.7474765,197.0473131,147.366573,-16.04138673,4.886075775,-5.249894296,9.869926446,62.84151865,64.63551529,21.82252227,114.8446129,-14.41609802,-3.411886559
SAFBB_01,-881.0177924,-1187.995898,-922.3875515,-1226.998507,-1433.979807,-1246.850121,-919.391174,-1264.331162,-1299.17072,-1462.103927,-1501.815462,-1307.782853,-956.2162689,-957.5944425,-1538.857644,-1515.074232,-952.0440319,-967.8449362,-1376.50263,-499.8533385,-1298.510498,-472.6594148,-1365.835331,-946.7750907,-1470.025704,-478.8118764,-1227.780188,230.9390899,170.3266836,243.1684254,-74.32370634,-65.33860763,152.6163121,197.7891003,153.3917881,-32.01548454,4.505706894,-4.84593243,7.795316488,44.0792625,65.05770977,3.166695482,116.4994296,-27.35144954,-4.730661473
SAFBB_01,-828.4588082,-1124.654304,-864.0198055,-1174.801994,-1382.327889,-1181.056052,-879.0383495,-1202.670418,-1228.780462,-1391.049833,-1432.134633,-1236.22241,-901.4722124,-913.3448569,-1452.95699,-1427.14349,-898.9784221,-949.1286882,-1379.254121,-447.0054409,-1239.903078,-449.203996,-1305.118946,-896.9359149,-1392.916432,-450.4619431,-1246.334724,240.8388713,201.7683558,250.2453335,-65.08705984,-52.50515173,182.5922847,229.4942276,197.516791,9.878976038,3.348116345,-2.908666266,10.59783518,78.57849606,103.7348976,33.45850388,140.0823935,-24.00565912,-3.494629015
SAFBB_01,-849.6981257,-1138.414831,-873.1502511,-1157.565224,-1349.502449,-1178.133262,-872.3078897,-1211.302808,-1227.355983,-1379.650155,-1442.247617,-1229.111231,-914.7684771,-920.1062189,-1429.514855,-1409.788131,-882.16243,-925.3329646,-1314.166345,-491.8136079,-1216.655495,-457.29411,-1275.636031,-891.2994587,-1348.303448,-452.0824505,-1170.080212,191.208841,180.70593,222.4540968,-40.08233409,-44.93078045,158.5934675,204.6402874,148.6559004,-13.60828834,1.99218366,-3.338660392,9.582176121,59.22612115,57.50412084,15.66695419,111.0741424,-33.79550463,-6.209565341
SAFBB_01,-865.7142397,-1157.870007,-885.4746866,-1171.238434,-1342.293766,-1147.945939,-875.9983854,-1173.238256,-1201.068562,-1329.081572,-1366.922978,-1224.522461,-898.7737842,-911.5749046,-1390.483359,-1384.177472,-889.6728279,-945.8932155,-1345.503281,-491.0368987,-1211.845205,-477.2000506,-1328.326042,-895.6255805,-1353.457864,-459.0038094,-1213.824534,138.0866911,123.2723386,184.552065,-62.95918961,-47.72820798,119.068846,160.3811309,116.5515479,-21.48795535,-0.120155023,0.903369544,5.771584402,30.41842819,51.0401038,8.507500511,102.0111478,-17.03142449,-3.124631503
SAFBN_01,-919.5160388,-1207.591373,-932.0935521,-1255.939241,-1530.266674,-1340.883503,-975.4357082,-1378.596542,-1398.232969,-1601.784122,-1628.26839,-1404.512647,-993.0495995,-1011.672835,-1622.187471,-1577.785431,-991.8666728,-966.0407318,-1509.882114,-476.1457853,-1350.034949,-491.1273363,-1457.873052,-967.2285686,-1539.7032,-485.2253137,-1340.872547,244.4987797,215.0696749,237.5008463,20.8064902,-39.33459874,208.2423892,207.5855156,305.6100986,29.2881396,-8.266095786,1.41325985,16.49427753,73.0318569,82.48141891,68.77949366,167.9766232,-65.09928909,-4.130277743
SAFBN_01,-880.9566426,-1210.923935,-935.7274422,-1270.392001,-1541.375508,-1288.298889,-934.4007995,-1293.361976,-1345.637794,-1554.514263,-1550.405099,-1364.735744,-927.8405181,-950.4915468,-1593.104138,-1542.028952,-943.9971428,-909.7803643,-1455.266204,-462.5266928,-1322.503072,-462.9702423,-1450.141185,-906.5200516,-1486.739283,-470.9120327,-1297.632585,243.1960363,236.8869316,249.0055732,20.11327257,-38.94696775,166.1155706,190.1265372,307.8129406,71.05595072,-7.011401669,-6.196150856,9.891031258,42.53840564,62.51074179,45.30512364,168.2348545,-60.15872318,-3.958455816
SAFBN_01,-861.8583459,-1155.305498,-957.7942619,-1254.316475,-1527.378912,-1284.821969,-958.3480779,-1285.960952,-1330.874216,-1553.140648,-1549.215372,-1328.423721,-944.2097292,-929.4109267,-1572.418829,-1514.660248,-945.1856904,-953.4678444,-1483.801772,-476.298203,-1276.272523,-455.0687481,-1393.744683,-896.4960189,-1453.904503,-473.6167245,-1310.843837,219.9093269,217.2643146,220.6305559,37.48594305,-4.494143008,148.3842884,169.6569915,282.1387518,55.47915282,-3.208162268,-9.349149257,15.78689628,46.76863125,45.49915368,42.97296754,149.3787629,-66.25597976,-2.348350517
SAFBN_01,-957.0283067,-1256.991059,-974.4750718,-1264.675053,-1514.36304,-1332.854524,-980.9076457,-1352.835012,-1381.789726,-1601.451124,-1608.322482,-1393.595963,-992.794194,-1020.997931,-1614.334837,-1585.952862,-993.905826,-1016.419483,-1521.433181,-472.0754228,-1360.184804,-491.6461603,-1516.100816,-953.4988587,-1529.420187,-493.0120976,-1352.024798,248.8064296,268.6568749,258.4304254,11.65193558,-27.01987395,172.0501949,202.3453121,300.4377419,30.55882799,-4.855138927,-1.677941764,12.22461947,51.69425863,69.1150459,49.64530422,161.0114743,-47.09154991,-4.390472784
SAFBN_01,-913.33547,-1236.736833,-1015.878322,-1353.881066,-1611.159818,-1334.773194,-991.2759145,-1348.30257,-1392.705074,-1589.582626,-1587.434975,-1377.743686,-983.2114057,-985.7750862,-1602.369165,-1537.577452,-999.2969158,-962.9454362,-1468.446698,-504.5177315,-1325.541641,-489.2363906,-1466.592758,-937.5997066,-1496.136616,-487.4261199,-1282.420157,266.6169713,213.3950044,219.6001786,46.43746251,11.16272376,171.0983834,197.3100763,303.9566598,51.51152984,-9.987784319,-1.869522141,14.11677057,27.51464119,60.67827142,53.59072387,121.09122,-66.89665455,-4.118129698
SAFBN_01,-913.0934952,-1234.542447,-972.6804737,-1274.9736,-1534.690354,-1316.904951,-978.9548941,-1331.074958,-1389.408614,-1551.82941,-1558.615736,-1375.432284,-955.1381046,-982.8546759,-1602.09973,-1544.045259,-986.5561897,-1001.828331,-1492.434056,-498.3572364,-1351.328542,-480.5733399,-1468.307534,-932.4239537,-1509.93672,-492.3644288,-1340.429218,245.8241333,213.5195368,217.5651086,64.1320032,-2.484244642,173.1084889,203.4591636,241.2909113,41.97658061,-7.916922944,-0.820689817,7.248196298,41.7027098,64.25051357,42.07439711,124.3474981,-52.91167642,-4.912713355
SAFBN_01,-904.9750087,-1227.793671,-934.8546071,-1239.348629,-1474.581887,-1322.09194,-958.7575,-1341.049733,-1363.344079,-1582.461474,-1581.802127,-1366.352254,-940.4960262,-975.9898695,-1579.372734,-1538.44834,-934.3040996,-998.7540293,-1530.177844,-489.5914823,-1349.796165,-476.3420993,-1455.60444,-910.3168779,-1508.38903,-468.8365831,-1364.83987,245.3263465,245.1911847,250.9596542,-4.27966703,-41.94028113,213.0143796,227.8807129,229.0687073,26.91260137,-7.924353731,4.438576677,14.46269934,54.5060244,71.23650338,47.27398222,145.5391008,-78.24252968,-5.306692039
SAFBN_01,-835.0865085,-1121.527841,-896.997151,-1188.375724,-1443.789433,-1183.513436,-905.4797775,-1223.691502,-1269.462219,-1447.116421,-1446.804503,-1287.945257,-869.7900933,-890.3820596,-1475.463957,-1442.275203,-877.3677831,-902.082016,-1413.280874,-448.4904242,-1229.937222,-451.5670271,-1322.338747,-851.8923729,-1387.423593,-435.2646307,-1248.301925,196.5112492,226.5886374,194.9115201,34.9768698,13.69581419,137.8419595,175.2372074,250.7412167,16.20161274,-7.702681329,0.161445174,8.958357124,7.744618982,29.62107604,17.29689047,108.7188915,-79.48974204,-4.451189164
SAFBN_01,-877.4781233,-1162.657132,-888.2787522,-1200.33226,-1451.692969,-1191.83932,-870.8119241,-1199.360622,-1230.474402,-1442.397835,-1434.599487,-1241.877736,-857.05244,-902.822673,-1459.113252,-1430.770382,-859.9366194,-912.7494861,-1392.626314,-459.6253438,-1216.973462,-452.0921442,-1380.513225,-830.5810398,-1392.456182,-456.0687425,-1226.790811,217.7177292,210.8268282,199.8035789,-65.54394702,-109.4754211,156.7892677,175.870589,198.4462166,13.23575766,0.870464895,0.568310622,4.554722483,-2.310641717,24.41797105,-5.740540813,81.02310832,-138.4315663,-10.09476942
SAFBN_01,-911.0735462,-1235.697699,-984.2351261,-1315.472877,-1569.621824,-1339.445715,-988.7115009,-1348.701213,-1394.475591,-1599.740924,-1576.376196,-1394.39296,-963.2096316,-972.3406928,-1619.62956,-1585.001419,-980.9912983,-994.5974031,-1501.357861,-498.2268554,-1310.791243,-476.2983342,-1448.5399,-940.5075597,-1500.588642,-507.5044631,-1327.142749,244.3372793,237.8459506,239.3104576,16.10987422,-29.90471963,196.6859795,213.2619856,264.0018421,20.23954301,-3.878414956,3.738786197,5.805746545,29.50123732,58.38420317,30.93164154,102.7763896,-111.2426635,-9.868651005
SAFBN_01,-921.0233929,-1254.263489,-951.772162,-1294.947887,-1543.891239,-1318.400259,-949.6233066,-1304.06775,-1327.689265,-1560.476204,-1529.701754,-1330.782219,-924.9378929,-932.4177413,-1528.878878,-1493.257212,-934.685666,-999.1659858,-1466.422539,-500.5683614,-1275.352062,-478.0554647,-1484.663698,-907.8648032,-1442.757385,-497.3670428,-1300.637539,195.8238318,244.0877465,198.8961185,-15.71461881,-43.69333587,169.3431056,174.4179477,226.7643649,26.42781978,-6.997861287,5.864933831,9.482495399,16.02921353,40.32433081,17.51991747,122.7991632,-39.77405851,-1.393113634
SAFBN_01,-963.1708606,-1286.629318,-946.8221625,-1312.011173,-1529.840924,-1306.156659,-932.7214859,-1320.992507,-1361.341113,-1524.772309,-1510.885729,-1340.269931,-934.2356698,-947.6003261,-1544.940428,-1481.853072,-946.7107415,-1002.355416,-1477.00381,-503.145737,-1281.132699,-516.0166129,-1518.153089,-927.5887482,-1460.557831,-506.3266843,-1323.736911,230.1018785,252.0688177,221.0757462,-47.31186503,-64.01425833,174.9322867,204.4677693,245.5681734,56.34307659,-12.27860363,10.32960856,20.61315122,48.41906551,83.26975875,44.78264246,183.9740457,-11.23607153,3.453113222
SAFBN_01,-940.3745426,-1285.181038,-1013.547506,-1383.648522,-1642.652529,-1395.063404,-1001.514381,-1396.003097,-1398.410528,-1641.698416,-1615.682813,-1395.847598,-985.3112741,-973.5497749,-1597.246096,-1578.079921,-980.7780656,-1022.104525,-1508.567066,-541.6918247,-1329.105242,-494.00668,-1498.634284,-938.2886849,-1503.477791,-531.0576855,-1340.491312,234.5246948,242.0607646,232.2232418,38.3495716,-57.90538782,196.5140765,204.9600387,266.3628493,67.05283544,-6.031972163,6.003730652,6.56235918,39.17348102,71.43572239,31.64734039,111.4686462,-83.21692247,-6.913480399
SAFBN_01,-883.2742068,-1214.818748,-901.4382425,-1203.188576,-1441.847026,-1228.931531,-881.8523572,-1262.882081,-1275.938452,-1452.183169,-1471.849143,-1278.261792,-885.8605476,-875.7914007,-1470.151759,-1435.930123,-883.310744,-899.9617928,-1437.180081,-471.3447719,-1230.745652,-453.4548045,-1419.500095,-870.585071,-1406.626189,-471.5521865,-1250.320986,215.2356517,208.3934234,190.5046479,-6.815334176,-60.03062127,163.2422783,177.3006001,228.7251693,19.21310221,-6.236405358,4.874847423,12.93501571,31.1664065,43.5421821,7.291615483,121.0415894,-58.60405033,-1.548214503
SAFBN_01,-913.1931447,-1227.643168,-941.1290398,-1270.578481,-1467.621507,-1261.712887,-898.7713222,-1276.347513,-1283.330778,-1479.281139,-1485.876983,-1287.689302,-895.6611439,-872.7092297,-1482.659564,-1470.430738,-886.3291485,-905.3554794,-1472.432653,-504.2763382,-1259.21452,-503.4265076,-1399.086258,-862.3067659,-1449.156169,-481.1500287,-1280.925097,212.0296399,209.7455611,188.0167923,10.94897686,-51.57327658,168.4980146,175.6143986,246.8992445,48.29017725,-1.598292916,7.762921765,8.079021468,45.36503103,51.0570047,21.02961685,108.0015082,-87.85670364,-4.487035071
SAFBN_01,-877.8962303,-1183.91993,-894.4160103,-1221.915011,-1445.602664,-1242.364704,-893.145759,-1255.262634,-1263.886284,-1448.856359,-1445.515484,-1253.701834,-886.3478041,-934.4447447,-1443.746215,-1409.793671,-886.7175952,-931.5302028,-1434.343205,-469.1584759,-1252.081013,-468.0143564,-1383.260338,-870.0256176,-1427.469456,-473.8470285,-1256.857719,220.9895269,258.8030999,179.4260556,-33.36319625,-40.55772427,168.5404071,163.6103311,265.9972334,45.90787812,-5.403111572,4.789594812,13.72729648,58.73920116,61.10808065,45.78010349,135.1682277,-34.85333135,1.174680001
SAFBN_01,-906.3575932,-1255.290553,-868.4394787,-1226.800313,-1443.389247,-1239.870048,-869.1151022,-1243.053189,-1273.768562,-1460.66614,-1449.168796,-1250.065984,-856.1896425,-879.3106535,-1469.297924,-1405.483636,-879.4081086,-901.6409031,-1399.652526,-441.6693945,-1227.536731,-480.6400472,-1427.711406,-842.6354377,-1395.35928,-445.048019,-1217.070063,188.2394438,209.8653032,171.8914883,-24.73968785,-56.34653101,182.607333,196.4007528,225.9407867,33.7765844,-4.297624336,6.66146212,16.13274556,36.95940122,59.9070929,18.66488241,97.36012066,-79.50632894,-1.202873076
SAFBN_01,-911.7431901,-1229.084899,-909.0799219,-1226.585163,-1451.056386,-1241.498467,-889.4047709,-1256.323019,-1273.176614,-1443.969499,-1438.886875,-1280.797678,-887.4933419,-875.2048509,-1462.066665,-1430.679918,-890.4494337,-927.3005674,-1404.044232,-471.6328388,-1213.322483,-481.8797653,-1440.788106,-888.3061672,-1380.538638,-464.7256982,-1240.166798,223.9227441,207.5130056,211.6074306,-3.34321341,-61.26829817,192.3216297,195.8408005,257.2503101,42.13415497,-8.073712674,10.74011112,16.54367788,60.60738987,54.57330624,40.29587969,129.1428495,-69.14438362,-5.062006108
SAFBN_01,-838.1462885,-1142.755658,-869.1010289,-1153.155237,-1382.941629,-1173.889275,-855.5470091,-1170.665582,-1214.154646,-1393.938565,-1390.13181,-1196.340281,-845.6155518,-808.2833455,-1419.824052,-1355.877466,-868.3807517,-838.6035475,-1330.31898,-454.1462402,-1142.341014,-460.7968025,-1342.278396,-813.0702262,-1332.660197,-466.0949573,-1154.075577,181.4625402,197.0814341,173.8536925,49.08778465,-26.3435193,151.6288237,174.5808593,221.8373275,38.64243459,-2.857758884,1.460581214,8.062078582,25.64961093,62.17662755,16.20407462,97.40804307,-65.62721439,-1.490458437
SAFBN_01,-892.8774853,-1189.615839,-911.1152971,-1191.043212,-1463.115931,-1212.909325,-857.5083064,-1220.586909,-1251.766353,-1446.272861,-1438.874901,-1214.145457,-853.5376029,-840.5158884,-1461.365826,-1390.00488,-872.3622466,-869.0333383,-1369.617376,-444.0172138,-1173.529144,-458.4572341,-1433.746878,-840.0461618,-1374.472996,-438.2833677,-1197.663885,209.5850482,226.7802622,184.0695675,8.29613711,-87.27371576,171.3089367,189.2399167,231.842849,44.85652042,-0.577982069,4.354674255,17.09327502,45.76811785,86.54406572,31.28242003,139.6416028,-67.72176921,-0.918627585
SAFBN_01,-856.5990749,-1191.160593,-891.4227869,-1231.952184,-1415.288319,-1248.272656,-894.338483,-1269.509136,-1314.010977,-1448.043598,-1455.712689,-1304.269883,-904.1733918,-952.4297791,-1474.213569,-1456.130558,-942.0691863,-890.017885,-1402.646543,-466.2123061,-1282.86239,-438.6858481,-1361.585276,-893.6497868,-1441.59895,-443.9113284,-1226.891216,211.0040319,205.7771742,192.9129065,8.885101403,-36.7002774,178.2663386,190.0555675,280.3821626,58.38284327,-8.652066717,5.449894788,14.52680736,63.81052693,118.0892864,52.46714393,123.7228122,-47.45734745,-3.066388187
SAFBN_01,-889.1714645,-1214.069563,-906.7336286,-1245.761913,-1464.741558,-1278.527625,-902.3205348,-1351.833076,-1318.036362,-1500.66792,-1504.863105,-1292.976471,-975.9298382,-890.3900379,-1481.015425,-1436.143499,-919.7575017,-907.8379147,-1411.799259,-474.7356196,-1211.055574,-467.4304743,-1400.66239,-915.8610774,-1406.414757,-465.79015,-1231.545123,215.3104199,255.1567797,185.4178732,5.136221016,-29.53904921,157.1890796,178.9915558,267.3814672,65.58177798,-10.04740176,6.361285283,26.11868131,102.657813,101.4226758,45.21512478,159.6908925,10.37513793,4.434149408
SAFBN_01,-905.3612309,-1241.381194,-903.6564822,-1244.4323,-1473.669277,-1265.026748,-912.4628704,-1259.226663,-1292.60316,-1463.159877,-1431.569918,-1247.285517,-896.1667456,-879.965539,-1453.784178,-1400.879945,-924.56969,-898.5231651,-1414.414346,-479.4772897,-1201.702319,-478.4316428,-1443.637148,-902.944401,-1374.216186,-462.6223005,-1239.929673,174.1961668,211.2684631,192.3474951,-39.16668751,-39.77310757,164.0851875,176.435493,245.362578,33.16997336,-6.357521104,4.27107151,24.6920129,60.92754965,120.2356509,50.29592636,155.7710312,-36.67382622,1.361933705
SAFBN_01,-930.4645241,-1311.099955,-921.9198435,-1276.811084,-1500.772746,-1296.661368,-904.0166037,-1309.056866,-1309.640628,-1486.536113,-1477.075149,-1273.830441,-924.7296511,-881.7513675,-1481.320732,-1423.245291,-905.6425665,-923.2845504,-1425.497181,-480.5342948,-1226.714078,-493.0032326,-1497.649837,-923.1834951,-1398.570822,-467.4449717,-1235.647494,176.0823078,235.1769279,219.4172294,-21.61639287,-40.24706272,199.706236,204.8830415,287.5832508,48.99563705,-8.190165945,12.00161466,24.80923104,104.2092401,107.4361265,66.72565534,174.500615,-72.52205722,-2.149464108
SAFBN_01,-911.7429929,-1270.875114,-954.8626167,-1317.034029,-1541.38094,-1337.611595,-953.0459124,-1346.399932,-1368.023364,-1551.428242,-1533.368892,-1316.011736,-946.1517935,-915.6179643,-1549.510956,-1470.637475,-959.9817716,-934.845761,-1443.338836,-492.6480453,-1230.586066,-477.9617311,-1442.236716,-929.3706414,-1423.67912,-491.2070538,-1236.171634,218.998053,268.8722076,232.0283383,4.294929972,11.60859208,213.6037593,226.6324659,313.5752783,53.71093137,-8.277401362,8.926636909,24.38540834,109.1737144,150.3213395,77.55490198,201.7858156,48.41894694,9.989814333
SAFBN_01,-895.2883494,-1238.730976,-907.1260653,-1268.772408,-1462.861274,-1292.975059,-910.7274686,-1307.461449,-1326.436432,-1489.510985,-1483.613755,-1286.949515,-919.9556793,-881.8973611,-1508.605564,-1445.100066,-931.9093812,-911.8066833,-1416.365816,-464.3625257,-1228.845061,-472.7991983,-1420.646139,-934.5666315,-1413.959194,-444.0612062,-1225.177462,182.9994735,241.5689726,191.4973629,-0.597818502,-12.92355147,190.809689,180.1100551,273.4318269,79.88998908,-7.071280274,7.972901255,22.02581629,128.8972532,137.254164,84.09881837,176.0389266,-33.09790325,0.002550826
SAFBN_01,-924.5983578,-1288.024052,-976.9004205,-1339.919535,-1579.766543,-1358.596362,-963.5785081,-1371.782544,-1388.685639,-1580.148002,-1565.622459,-1323.444406,-971.5138167,-923.2845213,-1579.127858,-1483.060139,-973.2554993,-963.5241944,-1482.185945,-513.8532308,-1253.919324,-497.8385043,-1459.95611,-959.6651977,-1466.391285,-505.7578778,-1256.504775,201.6866343,284.142617,219.2923135,3.387367458,-19.56507579,215.5298697,223.7725795,335.551033,72.58444644,-7.079698003,10.29502344,24.00843195,122.0290733,152.7266536,75.17847923,202.5335728,3.233377482,6.841506009
SAFBN_01,-894.8271196,-1246.95397,-961.0126572,-1332.72858,-1530.658221,-1339.077619,-944.2126754,-1346.600211,-1339.148051,-1530.247222,-1510.298188,-1325.547339,-938.2134757,-924.6989773,-1512.234985,-1475.322716,-934.5421652,-918.4888191,-1444.89054,-509.7655351,-1246.782858,-462.9068529,-1413.318505,-918.8092283,-1418.285113,-483.9053833,-1245.86199,229.9100857,254.8307169,232.3740044,29.18701321,-14.12487857,199.4011017,215.3276756,307.4299896,85.92718291,-10.91815422,7.110387238,21.98208423,97.59156938,133.5189414,69.1039771,175.3548722,-11.47794034,3.261086046
SAFBN_01,-903.7627102,-1215.201453,-907.5169415,-1255.851672,-1457.553075,-1264.138417,-892.3773934,-1287.078489,-1298.685327,-1437.604806,-1437.092991,-1256.822015,-903.0554004,-874.6207826,-1446.08437,-1390.008043,-906.3625199,-925.4859065,-1337.348785,-467.0496662,-1200.15568,-480.9561623,-1416.080698,-895.8199247,-1368.835631,-457.0943166,-1210.419444,212.5146596,249.8270257,204.6747572,-13.08822252,-11.72589981,184.8110817,194.2976756,256.5411314,71.42752027,-10.78923099,8.549951162,24.41580749,103.0237524,135.7939284,77.77826534,174.4657464,-16.8613129,1.143477357
SAFBN_01,-881.0715169,-1225.54102,-901.8824982,-1243.287654,-1461.188075,-1237.784189,-887.9195274,-1259.66708,-1266.681598,-1431.102426,-1426.242961,-1254.445343,-894.5236983,-862.7120396,-1432.630967,-1399.094241,-894.8204742,-910.6324436,-1381.431003,-477.7927842,-1184.611193,-460.2600888,-1426.232276,-895.0459075,-1367.645835,-462.1180966,-1214.277018,211.6812771,264.0586905,213.4617775,1.831160951,-20.96469143,178.0939037,181.2172213,271.9343534,52.10250049,-8.260339241,7.106177863,21.96432692,98.02030648,101.8478243,53.78783423,183.339226,10.21758101,4.934592723
SAFBN_01,-865.3708349,-1203.341462,-929.7894338,-1240.257521,-1470.250934,-1258.690701,-902.9505194,-1271.644707,-1308.850607,-1461.167804,-1462.083627,-1267.035173,-885.3640397,-889.3909132,-1483.115894,-1427.117585,-907.075629,-878.6045716,-1389.443818,-483.8792946,-1207.45316,-443.9873239,-1378.005969,-884.4702197,-1373.099444,-476.8442749,-1203.521597,211.9674679,241.4465855,207.8931944,54.26391038,-21.14751052,207.2136459,212.3472456,277.1789732,55.5820107,-6.027592763,10.98017902,20.4046621,88.388903,128.9311224,75.68362068,158.2380045,-31.54665472,1.257512475
